y_test,y_pred
0.0,0.88162464
0.0,0.069078796
1.0,0.26162714
1.0,0.95665836
0.0,0.17166124
1.0,0.22545701
0.0,0.0043861247
0.0,0.0013225682
0.0,0.6244359
1.0,0.21871221
0.0,0.020522062
0.0,0.8577323
0.0,3.164089e-05
0.0,0.06199811
0.0,0.46982247
0.0,0.668585
0.0,0.14182119
0.0,0.5542981
0.0,0.008292206
1.0,0.8952433
0.0,0.053142074
0.0,0.0061509716
0.0,0.34173903
0.0,0.8864285
0.0,0.18710351
0.0,0.03799739
0.0,0.034568578
0.0,0.8110075
0.0,0.039096482
0.0,0.002435436
0.0,0.015406417
0.0,0.0002705888
0.0,0.23581475
0.0,0.7196137
1.0,0.9797222
0.0,0.6706537
0.0,0.72260654
0.0,0.9380198
0.0,0.017052934
0.0,0.7550548
0.0,7.614381e-06
0.0,0.7073921
0.0,0.000373815
0.0,0.81197816
0.0,0.0029924319
1.0,0.9030117
0.0,0.8896738
0.0,0.009256056
0.0,0.094443195
0.0,0.13873677
0.0,0.19534625
1.0,0.031714816
0.0,0.0877632
0.0,0.0056010685
0.0,0.023313688
0.0,0.14835139
1.0,0.9788937
0.0,0.6206052
0.0,0.5638691
0.0,0.00014315268
0.0,0.009760312
0.0,0.0049070683
0.0,0.047438156
0.0,0.034624044
0.0,0.034725234
0.0,0.00870312
0.0,0.7637177
0.0,0.35975802
0.0,0.026677402
0.0,0.06935063
0.0,0.0010818148
0.0,0.08318479
0.0,0.052804083
0.0,0.01192744
0.0,0.0034528375
0.0,0.0027318762
0.0,0.0010503859
0.0,1.2589105e-05
1.0,0.9388108
0.0,0.014845744
0.0,3.8839145e-05
0.0,0.11828351
0.0,0.0020038413
1.0,0.0058112117
0.0,0.27000618
0.0,0.016309911
0.0,0.76437324
0.0,0.009680438
0.0,0.4554433
0.0,0.0365601
0.0,0.079293154
0.0,0.002103353
1.0,0.0050577014
0.0,0.008177666
0.0,0.0011136492
0.0,0.0010350588
0.0,0.028202888
0.0,0.0002148269
1.0,0.93494374
0.0,0.013482596
0.0,1.6295788e-05
0.0,0.0034931859
0.0,0.14006919
0.0,0.045555644
0.0,0.33301672
0.0,0.36549586
0.0,0.81673956
0.0,0.027633954
0.0,0.03772489
0.0,0.0083757
0.0,1.5601592e-05
0.0,0.000772737
1.0,0.9692188
0.0,0.00054362847
0.0,0.32111108
0.0,0.00046801078
0.0,0.8683008
0.0,0.024207026
0.0,0.0042190766
0.0,0.0044532605
0.0,0.0016674268
0.0,0.0004789837
0.0,0.47177666
0.0,0.29649106
0.0,0.029817156
0.0,1.374389e-05
0.0,0.008128056
0.0,0.1265398
0.0,2.5722025e-05
0.0,0.009374652
0.0,0.05205746
0.0,0.007559137
0.0,0.022058949
0.0,0.21569735
0.0,0.012878664
0.0,0.028201668
0.0,0.9429143
0.0,4.3423846e-05
0.0,0.025235634
0.0,0.005798765
0.0,0.775853
0.0,0.0006172824
1.0,0.59624714
0.0,2.2011685e-05
0.0,0.035498444
0.0,0.17350626
0.0,0.17268112
0.0,0.007185867
0.0,0.001339216
0.0,0.0011852336
0.0,0.1472627
0.0,0.4000621
0.0,2.2050028e-05
0.0,0.012096008
0.0,0.016603569
0.0,0.0003683734
0.0,0.018737521
0.0,0.5608331
1.0,0.6689459
1.0,0.835967
0.0,0.000469409
0.0,0.74896747
0.0,0.005059199
0.0,0.09358448
0.0,0.16801834
0.0,0.00071668887
0.0,0.0012910061
0.0,0.02901105
0.0,0.00045746614
0.0,7.23851e-05
0.0,0.92889124
0.0,0.005167655
1.0,0.95813936
0.0,0.00036429212
0.0,0.040066924
0.0,7.8505094e-05
0.0,0.003397988
0.0,0.0005007471
0.0,0.16110702
0.0,4.1119674e-05
0.0,0.0069850297
0.0,0.0005188581
0.0,0.00011778749
1.0,0.60310817
0.0,0.46398696
0.0,0.33119014
0.0,0.99148566
0.0,0.00013151059
0.0,0.011877973
0.0,7.38496e-07
1.0,0.6170556
0.0,0.132128
0.0,0.00089816534
0.0,0.40586078
